,label,area (sq µm)
5367,5367,564
5368,5368,558
5369,5369,576
5370,5370,577
5371,5371,586
5372,5372,586
5373,5373,583
5374,5374,591
5375,5375,587
5376,5376,590
5377,5377,603
5378,5378,599
5379,5379,612
5380,5380,606
5381,5381,617
5382,5382,612
5383,5383,618
5384,5384,632
5385,5385,621
5386,5386,632
5387,5387,644
5388,5388,630
5389,5389,653
5390,5390,641
5391,5391,658
5392,5392,656
5393,5393,656
5394,5394,661
5395,5395,663
5396,5396,667
5397,5397,655
5398,5398,662
5399,5399,682
5400,5400,691
5401,5401,687
5402,5402,686
5403,5403,693
5404,5404,700
5405,5405,704
5406,5406,705
5407,5407,718
5408,5408,711
5409,5409,722
5410,5410,718
5411,5411,732
5412,5412,734
5413,5413,744
5414,5414,752
5415,5415,759
5416,5416,761
5417,5417,764
5418,5418,762
5419,5419,773
5420,5420,771
5421,5421,775
5422,5422,793
5423,5423,785
5424,5424,791
5425,5425,798
5426,5426,804
5427,5427,810
5428,5428,815
5429,5429,818
5430,5430,821
5431,5431,836
5432,5432,828
5433,5433,831
5434,5434,838
5435,5435,839
5436,5436,850
5437,5437,858
5438,5438,861
5439,5439,857
5440,5440,856
5441,5441,877
5442,5442,876
5443,5443,879
5444,5444,884
5445,5445,891
5446,5446,905
5447,5447,909
5448,5448,902
5449,5449,908
5450,5450,918
5451,5451,921
5452,5452,937
5453,5453,937
5454,5454,932
5455,5455,940
5456,5456,946
5457,5457,953
5458,5458,975
5459,5459,978
5460,5460,978
5461,5461,988
5462,5462,996
5463,5463,1016
5464,5464,1015
5465,5465,1021
5466,5466,1029
5467,5467,1033
5468,5468,1055
5469,5469,1038
5470,5470,1048
5471,5471,1052
5472,5472,1046
5473,5473,1070
5474,5474,580
5475,5475,581
5476,5476,590
5477,5477,585
5478,5478,592
5479,5479,609
5480,5480,597
5481,5481,597
5482,5482,611
5483,5483,614
5484,5484,616
5485,5485,627
5486,5486,625
5487,5487,630
5488,5488,637
5489,5489,625
5490,5490,645
5491,5491,638
5492,5492,654
5493,5493,649
5494,5494,655
5495,5495,660
5496,5496,659
5497,5497,666
5498,5498,675
5499,5499,682
5500,5500,680
5501,5501,686
5502,5502,692
5503,5503,683
5504,5504,692
5505,5505,699
5506,5506,703
5507,5507,712
5508,5508,709
5509,5509,723
5510,5510,716
5511,5511,723
5512,5512,723
5513,5513,741
5514,5514,735
5515,5515,754
5516,5516,749
5517,5517,754
5518,5518,757
5519,5519,761
5520,5520,782
5521,5521,781
5522,5522,778
5523,5523,782
5524,5524,794
5525,5525,792
5526,5526,804
5527,5527,800
5528,5528,811
5529,5529,822
5530,5530,813
5531,5531,820
5532,5532,829
5533,5533,840
5534,5534,833
5535,5535,847
5536,5536,851
5537,5537,860
5538,5538,874
5539,5539,874
5540,5540,881
5541,5541,884
5542,5542,884
5543,5543,895
5544,5544,890
5545,5545,892
5546,5546,903
5547,5547,907
5548,5548,914
5549,5549,920
5550,5550,926
5551,5551,929
5552,5552,935
5553,5553,947
5554,5554,949
5555,5555,967
5556,5556,953
5557,5557,961
5558,5558,965
5559,5559,971
5560,5560,985
5561,5561,979
5562,5562,993
5563,5563,987
5564,5564,1001
5565,5565,1005
5566,5566,1008
5567,5567,1022
5568,5568,1032
5569,5569,1046
5570,5570,1040
5571,5571,1042
5572,5572,1058
5573,5573,1053
5574,5574,1076
5575,5575,1083
5576,5576,1080
5577,5577,1081
5578,5578,1070
5579,5579,1083
5580,5580,1092
5581,5581,1098
5582,5582,1111
5583,5583,634
5584,5584,633
5585,5585,646
5586,5586,647
5587,5587,658
5588,5588,650
5589,5589,664
5590,5590,673
5591,5591,663
5592,5592,674
5593,5593,678
5594,5594,677
5595,5595,678
5596,5596,690
5597,5597,687
5598,5598,692
5599,5599,692
5600,5600,693
5601,5601,710
5602,5602,705
5603,5603,712
5604,5604,717
5605,5605,731
5606,5606,733
5607,5607,721
5608,5608,736
5609,5609,739
5610,5610,748
5611,5611,753
5612,5612,742
5613,5613,764
5614,5614,752
5615,5615,774
5616,5616,764
5617,5617,778
5618,5618,776
5619,5619,778
5620,5620,790
5621,5621,795
5622,5622,808
5623,5623,801
5624,5624,804
5625,5625,817
5626,5626,820
5627,5627,828
5628,5628,836
5629,5629,836
5630,5630,854
5631,5631,857
5632,5632,849
5633,5633,861
5634,5634,872
5635,5635,864
5636,5636,880
5637,5637,894
5638,5638,884
5639,5639,897
5640,5640,891
5641,5641,903
5642,5642,901
5643,5643,903
5644,5644,911
5645,5645,909
5646,5646,918
5647,5647,924
5648,5648,914
5649,5649,918
5650,5650,919
5651,5651,914
5652,5652,919
5653,5653,922
5654,5654,934
5655,5655,928
5656,5656,933
5657,5657,941
5658,5658,934
5659,5659,938
5660,5660,957
5661,5661,952
5662,5662,959
5663,5663,961
5664,5664,973
5665,5665,976
5666,5666,970
5667,5667,989
5668,5668,992
5669,5669,992
5670,5670,996
5671,5671,996
5672,5672,1019
5673,5673,1013
5674,5674,1024
5675,5675,1021
5676,5676,1032
5677,5677,1030
5678,5678,1041
5679,5679,1053
5680,5680,1057
5681,5681,1054
5682,5682,1051
5683,5683,1063
5684,5684,1083
5685,5685,1085
5686,5686,1092
5687,5687,1108
5688,5688,1095
5689,5689,1104
5690,5690,1099
5691,5691,1102
5692,5692,1118
5693,5693,1124
5694,5694,1152
5695,5695,1156
5696,5696,1155
5697,5697,1158
5698,5698,1132
5699,5699,1141
5700,5700,1162
5701,5701,1164
5702,5702,1200
5703,5703,711
5704,5704,714
5705,5705,712
5706,5706,723
5707,5707,720
5708,5708,741
5709,5709,738
5710,5710,737
5711,5711,746
5712,5712,750
5713,5713,758
5714,5714,757
5715,5715,766
5716,5716,765
5717,5717,778
5718,5718,786
5719,5719,784
5720,5720,795
5721,5721,792
5722,5722,798
5723,5723,800
5724,5724,820
5725,5725,822
5726,5726,828
5727,5727,830
5728,5728,836
5729,5729,844
5730,5730,852
5731,5731,856
5732,5732,859
5733,5733,863
5734,5734,869
5735,5735,870
5736,5736,876
5737,5737,890
5738,5738,892
5739,5739,899
5740,5740,903
5741,5741,913
5742,5742,910
5743,5743,929
5744,5744,928
5745,5745,931
5746,5746,938
5747,5747,943
5748,5748,960
5749,5749,964
5750,5750,974
5751,5751,980
5752,5752,987
5753,5753,996
5754,5754,1010
5755,5755,1006
5756,5756,1013
5757,5757,1014
5758,5758,1030
5759,5759,1023
5760,5760,1036
5761,5761,1050
5762,5762,1055
5763,5763,1060
5764,5764,1058
5765,5765,1066
5766,5766,1065
5767,5767,1074
5768,5768,1080
5769,5769,1084
5770,5770,1089
5771,5771,1089
5772,5772,1095
5773,5773,1106
5774,5774,1122
5775,5775,1120
5776,5776,1132
5777,5777,1132
5778,5778,1128
5779,5779,1143
5780,5780,1144
5781,5781,1145
5782,5782,1158
5783,5783,1166
5784,5784,1168
5785,5785,1183
5786,5786,1189
5787,5787,1195
5788,5788,1196
5789,5789,1217
5790,5790,1216
5791,5791,1245
5792,5792,1248
5793,5793,1257
5794,5794,1297
5795,5795,1293
5796,5796,1255
5797,5797,1255
5798,5798,1286
5799,5799,1287
5800,5800,1273
5801,5801,1283
5802,5802,698
5803,5803,712
5804,5804,726
5805,5805,712
5806,5806,727
5807,5807,732
5808,5808,736
5809,5809,738
5810,5810,746
5811,5811,758
5812,5812,751
5813,5813,773
5814,5814,762
5815,5815,780
5816,5816,776
5817,5817,780
5818,5818,783
5819,5819,776
5820,5820,796
5821,5821,812
5822,5822,810
5823,5823,814
5824,5824,814
5825,5825,812
5826,5826,819
5827,5827,823
5828,5828,832
5829,5829,837
5830,5830,841
5831,5831,846
5832,5832,850
5833,5833,867
5834,5834,867
5835,5835,868
5836,5836,872
5837,5837,874
5838,5838,889
5839,5839,896
5840,5840,898
5841,5841,896
5842,5842,906
5843,5843,910
5844,5844,921
5845,5845,920
5846,5846,930
5847,5847,931
5848,5848,928
5849,5849,934
5850,5850,935
5851,5851,941
5852,5852,948
5853,5853,956
5854,5854,951
5855,5855,963
5856,5856,962
5857,5857,973
5858,5858,975
5859,5859,970
5860,5860,991
5861,5861,1002
5862,5862,1012
5863,5863,1016
5864,5864,1015
5865,5865,1027
5866,5866,1033
5867,5867,1033
5868,5868,1037
5869,5869,1048
5870,5870,1050
5871,5871,1059
5872,5872,1065
5873,5873,1065
5874,5874,1061
5875,5875,1089
5876,5876,1093
5877,5877,1098
5878,5878,1116
5879,5879,1125
5880,5880,1136
5881,5881,1132
5882,5882,1159
5883,5883,1167
5884,5884,1183
5885,5885,1191
5886,5886,1204
5887,5887,1192
5888,5888,1195
5889,5889,1160
5890,5890,1158
5891,5891,1158
5892,5892,0
5893,5893,1172
5894,5894,1185
5895,5895,1195
5896,5896,1215
5897,5897,739
5898,5898,725
5899,5899,731
5900,5900,750
5901,5901,744
5902,5902,753
5903,5903,758
5904,5904,762
5905,5905,766
5906,5906,763
5907,5907,772
5908,5908,757
5909,5909,785
5910,5910,789
5911,5911,796
5912,5912,802
5913,5913,802
5914,5914,808
5915,5915,809
5916,5916,816
5917,5917,814
5918,5918,826
5919,5919,837
5920,5920,836
5921,5921,841
5922,5922,847
5923,5923,843
5924,5924,860
5925,5925,867
5926,5926,865
5927,5927,872
5928,5928,873
5929,5929,888
5930,5930,886
5931,5931,891
5932,5932,907
5933,5933,898
5934,5934,907
5935,5935,922
5936,5936,923
5937,5937,927
5938,5938,925
5939,5939,931
5940,5940,936
5941,5941,943
5942,5942,954
5943,5943,958
5944,5944,964
5945,5945,971
5946,5946,984
5947,5947,978
5948,5948,982
5949,5949,988
5950,5950,1002
5951,5951,1006
5952,5952,996
5953,5953,1018
5954,5954,1016
5955,5955,1019
5956,5956,1038
5957,5957,1035
5958,5958,1053
5959,5959,1051
5960,5960,1067
5961,5961,1070
5962,5962,1075
5963,5963,1090
5964,5964,1091
5965,5965,1096
5966,5966,1101
5967,5967,1110
5968,5968,1111
5969,5969,1120
5970,5970,1118
5971,5971,1124
5972,5972,1143
5973,5973,1139
5974,5974,1158
5975,5975,1146
5976,5976,1171
5977,5977,1173
5978,5978,1170
5979,5979,1187
5980,5980,1194
5981,5981,1200
5982,5982,1218
5983,5983,1222
5984,5984,1222
5985,5985,1246
5986,5986,1247
5987,5987,1264
5988,5988,1238
5989,5989,1234
5990,5990,1246
5991,5991,1264
5992,5992,681
5993,5993,694
5994,5994,724
5995,5995,700
5996,5996,714
5997,5997,728
5998,5998,714
5999,5999,713
6000,6000,724
6001,6001,723
6002,6002,736
6003,6003,748
6004,6004,742
6005,6005,735
6006,6006,746
6007,6007,752
6008,6008,762
6009,6009,752
6010,6010,776
6011,6011,772
6012,6012,778
6013,6013,772
6014,6014,773
6015,6015,780
6016,6016,781
6017,6017,788
6018,6018,803
6019,6019,806
6020,6020,809
6021,6021,822
6022,6022,822
6023,6023,825
6024,6024,834
6025,6025,834
6026,6026,835
6027,6027,837
6028,6028,847
6029,6029,852
6030,6030,862
6031,6031,872
6032,6032,873
6033,6033,877
6034,6034,882
6035,6035,883
6036,6036,905
6037,6037,903
6038,6038,912
6039,6039,921
6040,6040,915
6041,6041,922
6042,6042,934
6043,6043,934
6044,6044,950
6045,6045,947
6046,6046,960
6047,6047,959
6048,6048,964
6049,6049,975
6050,6050,971
6051,6051,967
6052,6052,975
6053,6053,993
6054,6054,989
6055,6055,1004
6056,6056,1004
6057,6057,1018
6058,6058,1013
6059,6059,1027
6060,6060,1020
6061,6061,1022
6062,6062,1023
6063,6063,1030
6064,6064,1046
6065,6065,1042
6066,6066,1040
6067,6067,1049
6068,6068,1042
6069,6069,1057
6070,6070,1056
6071,6071,1078
6072,6072,1073
6073,6073,1096
6074,6074,1104
6075,6075,1115
6076,6076,1129
6077,6077,1126
6078,6078,1133
6079,6079,1136
6080,6080,1145
6081,6081,1162
6082,6082,1170
6083,6083,1155
6084,6084,1172
6085,6085,1170
6086,6086,1189
6087,6087,1179
6088,6088,1171
6089,6089,1188
6090,6090,1179
6091,6091,669
6092,6092,681
6093,6093,670
6094,6094,683
6095,6095,693
6096,6096,690
6097,6097,694
6098,6098,685
6099,6099,705
6100,6100,705
6101,6101,702
6102,6102,704
6103,6103,712
6104,6104,723
6105,6105,715
6106,6106,733
6107,6107,723
6108,6108,733
6109,6109,732
6110,6110,741
6111,6111,747
6112,6112,750
6113,6113,760
6114,6114,754
6115,6115,760
6116,6116,764
6117,6117,774
6118,6118,771
6119,6119,782
6120,6120,781
6121,6121,792
6122,6122,792
6123,6123,811
6124,6124,817
6125,6125,807
6126,6126,815
6127,6127,821
6128,6128,828
6129,6129,831
6130,6130,825
6131,6131,842
6132,6132,839
6133,6133,844
6134,6134,844
6135,6135,850
6136,6136,856
6137,6137,870
6138,6138,857
6139,6139,880
6140,6140,875
6141,6141,886
6142,6142,883
6143,6143,899
6144,6144,902
6145,6145,917
6146,6146,910
6147,6147,924
6148,6148,928
6149,6149,936
6150,6150,932
6151,6151,935
6152,6152,944
6153,6153,947
6154,6154,963
6155,6155,972
6156,6156,965
6157,6157,983
6158,6158,980
6159,6159,976
6160,6160,972
6161,6161,992
6162,6162,1005
6163,6163,1002
6164,6164,988
6165,6165,1003
6166,6166,1010
6167,6167,1014
6168,6168,1023
6169,6169,1038
6170,6170,1022
6171,6171,1033
6172,6172,1034
6173,6173,1039
6174,6174,1031
6175,6175,1064
6176,6176,1072
6177,6177,1071
6178,6178,1083
6179,6179,1074
6180,6180,1077
6181,6181,1100
6182,6182,1109
6183,6183,1130
6184,6184,1119
6185,6185,1137
6186,6186,1149
6187,6187,1148
6188,6188,1161
6189,6189,1159
6190,6190,1188
6191,6191,1179
6192,6192,1205
6193,6193,1223
6194,6194,1219
6195,6195,1204
6196,6196,1198
6197,6197,672
6198,6198,682
6199,6199,680
6200,6200,685
6201,6201,686
6202,6202,698
6203,6203,705
6204,6204,705
6205,6205,713
6206,6206,713
6207,6207,717
6208,6208,713
6209,6209,725
6210,6210,736
6211,6211,732
6212,6212,738
6213,6213,744
6214,6214,751
6215,6215,755
6216,6216,757
6217,6217,764
6218,6218,766
6219,6219,768
6220,6220,768
6221,6221,771
6222,6222,783
6223,6223,784
6224,6224,787
6225,6225,791
6226,6226,798
6227,6227,806
6228,6228,810
6229,6229,821
6230,6230,817
6231,6231,814
6232,6232,832
6233,6233,834
6234,6234,839
6235,6235,836
6236,6236,839
6237,6237,852
6238,6238,859
6239,6239,856
6240,6240,865
6241,6241,871
6242,6242,872
6243,6243,885
6244,6244,885
6245,6245,884
6246,6246,915
6247,6247,905
6248,6248,909
6249,6249,916
6250,6250,918
6251,6251,919
6252,6252,925
6253,6253,929
6254,6254,942
6255,6255,940
6256,6256,956
6257,6257,954
6258,6258,959
6259,6259,967
6260,6260,964
6261,6261,970
6262,6262,981
6263,6263,989
6264,6264,994
6265,6265,995
6266,6266,1005
6267,6267,1016
6268,6268,1013
6269,6269,1025
6270,6270,1027
6271,6271,1027
6272,6272,1041
6273,6273,1055
6274,6274,1048
6275,6275,1058
6276,6276,1058
6277,6277,1061
6278,6278,1065
6279,6279,1075
6280,6280,1082
6281,6281,1093
6282,6282,1103
6283,6283,1108
6284,6284,1128
6285,6285,1105
6286,6286,1103
6287,6287,634
6288,6288,647
6289,6289,646
6290,6290,650
6291,6291,658
6292,6292,655
6293,6293,665
6294,6294,661
6295,6295,667
6296,6296,670
6297,6297,681
6298,6298,683
6299,6299,687
6300,6300,688
6301,6301,703
6302,6302,702
6303,6303,705
6304,6304,716
6305,6305,717
6306,6306,712
6307,6307,721
6308,6308,736
6309,6309,737
6310,6310,730
6311,6311,746
6312,6312,747
6313,6313,738
6314,6314,748
6315,6315,765
6316,6316,756
6317,6317,766
6318,6318,773
6319,6319,779
6320,6320,771
6321,6321,778
6322,6322,784
6323,6323,801
6324,6324,799
6325,6325,807
6326,6326,801
6327,6327,807
6328,6328,818
6329,6329,819
6330,6330,823
6331,6331,824
6332,6332,821
6333,6333,837
6334,6334,830
6335,6335,853
6336,6336,857
6337,6337,861
6338,6338,848
6339,6339,868
6340,6340,873
6341,6341,888
6342,6342,884
6343,6343,879
6344,6344,901
6345,6345,885
6346,6346,918
6347,6347,909
6348,6348,929
6349,6349,921
6350,6350,923
6351,6351,912
6352,6352,935
6353,6353,921
6354,6354,927
6355,6355,941
6356,6356,954
6357,6357,949
6358,6358,949
6359,6359,955
6360,6360,962
6361,6361,980
6362,6362,968
6363,6363,971
6364,6364,975
6365,6365,981
6366,6366,997
6367,6367,992
6368,6368,1000
6369,6369,1007
6370,6370,1024
6371,6371,1025
6372,6372,1051
6373,6373,1045
6374,6374,1051
6375,6375,1041
6376,6376,1039
6377,6377,1050
6378,6378,606
6379,6379,607
6380,6380,626
6381,6381,621
6382,6382,634
6383,6383,630
6384,6384,1127
6385,6385,1129
6386,6386,1127
6387,6387,1149
6388,6388,1162
6389,6389,1138
6390,6390,1199
6391,6391,1152
6392,6392,1156
6393,6393,1160
6394,6394,720
6395,6395,729
6396,6396,707
6397,6397,723
6398,6398,725
6399,6399,735
6400,6400,733
6401,6401,760
6402,6402,743
6403,6403,742
6404,6404,747
6405,6405,764
6406,6406,764
6407,6407,766
6408,6408,781
6409,6409,771
6410,6410,776
6411,6411,787
6412,6412,795
6413,6413,801
6414,6414,808
6415,6415,813
6416,6416,803
6417,6417,798
6418,6418,806
6419,6419,832
6420,6420,827
6421,6421,843
6422,6422,838
6423,6423,849
6424,6424,857
6425,6425,858
6426,6426,860
6427,6427,874
6428,6428,868
6429,6429,878
6430,6430,893
6431,6431,882
6432,6432,885
6433,6433,908
6434,6434,909
6435,6435,906
6436,6436,929
6437,6437,927
6438,6438,934
6439,6439,936
6440,6440,935
6441,6441,942
6442,6442,945
6443,6443,945
6444,6444,963
6445,6445,974
6446,6446,982
6447,6447,975
6448,6448,987
6449,6449,988
6450,6450,1000
6451,6451,979
6452,6452,1004
6453,6453,994
6454,6454,1002
6455,6455,1014
6456,6456,1006
6457,6457,1042
6458,6458,1043
6459,6459,1047
6460,6460,1039
6461,6461,1057
6462,6462,1065
6463,6463,1075
6464,6464,1089
6465,6465,1099
6466,6466,1099
6467,6467,1105
6468,6468,1133
6469,6469,1136
6470,6470,1135
6471,6471,1131
6472,6472,1126
6473,6473,1136
6474,6474,0
6475,6475,628
6476,6476,620
6477,6477,636
6478,6478,623
6479,6479,644
6480,6480,656
6481,6481,654
6482,6482,655
6483,6483,661
6484,6484,666
6485,6485,665
6486,6486,670
6487,6487,684
6488,6488,677
6489,6489,681
6490,6490,691
6491,6491,689
6492,6492,692
6493,6493,691
6494,6494,708
6495,6495,703
6496,6496,703
6497,6497,711
6498,6498,717
6499,6499,714
6500,6500,731
6501,6501,724
6502,6502,732
6503,6503,731
6504,6504,740
6505,6505,740
6506,6506,753
6507,6507,748
6508,6508,760
6509,6509,756
6510,6510,758
6511,6511,756
6512,6512,780
6513,6513,777
6514,6514,784
6515,6515,781
6516,6516,794
6517,6517,795
6518,6518,801
6519,6519,799
6520,6520,794
6521,6521,796
6522,6522,822
6523,6523,825
6524,6524,830
6525,6525,829
6526,6526,831
6527,6527,847
6528,6528,852
6529,6529,849
6530,6530,864
6531,6531,874
6532,6532,858
6533,6533,885
6534,6534,885
6535,6535,878
6536,6536,879
6537,6537,888
6538,6538,901
6539,6539,885
6540,6540,910
6541,6541,914
6542,6542,916
6543,6543,918
6544,6544,932
6545,6545,930
6546,6546,939
6547,6547,963
6548,6548,944
6549,6549,950
6550,6550,956
6551,6551,976
6552,6552,968
6553,6553,980
6554,6554,990
6555,6555,981
6556,6556,994
6557,6557,997
6558,6558,1005
6559,6559,1013
6560,6560,1004
6561,6561,1010
6562,6562,1015
6563,6563,1023
6564,6564,1021
6565,6565,1042
6566,6566,1042
6567,6567,1062
6568,6568,1059
6569,6569,1079
6570,6570,1068
6571,6571,1110
6572,6572,1089
6573,6573,1095
6574,6574,1106
6575,6575,1135
6576,6576,1139
6577,6577,1123
6578,6578,1099
6579,6579,1108
6580,6580,618
6581,6581,616
6582,6582,632
6583,6583,635
6584,6584,640
6585,6585,643
6586,6586,641
6587,6587,650
6588,6588,665
6589,6589,658
6590,6590,664
6591,6591,664
6592,6592,674
6593,6593,669
6594,6594,667
6595,6595,681
6596,6596,685
6597,6597,696
6598,6598,690
6599,6599,694
6600,6600,698
6601,6601,701
6602,6602,714
6603,6603,712
6604,6604,717
6605,6605,718
6606,6606,726
6607,6607,725
6608,6608,745
6609,6609,731
6610,6610,735
6611,6611,745
6612,6612,747
6613,6613,763
6614,6614,758
6615,6615,758
6616,6616,760
6617,6617,763
6618,6618,780
6619,6619,787
6620,6620,791
6621,6621,793
6622,6622,798
6623,6623,806
6624,6624,805
6625,6625,812
6626,6626,810
6627,6627,812
6628,6628,824
6629,6629,832
6630,6630,830
6631,6631,838
6632,6632,839
6633,6633,857
6634,6634,852
6635,6635,864
6636,6636,850
6637,6637,874
6638,6638,869
6639,6639,873
6640,6640,883
6641,6641,896
6642,6642,902
6643,6643,894
6644,6644,909
6645,6645,917
6646,6646,918
6647,6647,925
6648,6648,932
6649,6649,936
6650,6650,945
6651,6651,951
6652,6652,953
6653,6653,964
6654,6654,971
6655,6655,977
6656,6656,989
6657,6657,989
6658,6658,1009
6659,6659,1003
6660,6660,1018
6661,6661,1013
6662,6662,1029
6663,6663,1040
6664,6664,1051
6665,6665,1055
6666,6666,1072
6667,6667,1068
6668,6668,1083
6669,6669,1081
6670,6670,1091
6671,6671,1095
6672,6672,1102
6673,6673,1105
6674,6674,1107
6675,6675,1110
6676,6676,1113
6677,6677,1124
6678,6678,1116
6679,6679,1097
6680,6680,1096
6681,6681,1110
6682,6682,1112
6683,6683,1121
6684,6684,626
6685,6685,633
6686,6686,641
6687,6687,631
6688,6688,649
6689,6689,652
6690,6690,651
6691,6691,647
6692,6692,655
6693,6693,660
6694,6694,657
6695,6695,669
6696,6696,673
6697,6697,682
6698,6698,678
6699,6699,683
6700,6700,688
6701,6701,684
6702,6702,695
6703,6703,699
6704,6704,700
6705,6705,701
6706,6706,709
6707,6707,704
6708,6708,718
6709,6709,713
6710,6710,726
6711,6711,728
6712,6712,734
6713,6713,735
6714,6714,753
6715,6715,738
6716,6716,763
6717,6717,751
6718,6718,757
6719,6719,757
6720,6720,771
6721,6721,769
6722,6722,784
6723,6723,783
6724,6724,782
6725,6725,794
6726,6726,794
6727,6727,808
6728,6728,805
6729,6729,811
6730,6730,821
6731,6731,817
6732,6732,830
6733,6733,823
6734,6734,840
6735,6735,825
6736,6736,845
6737,6737,868
6738,6738,866
6739,6739,850
6740,6740,859
6741,6741,868
6742,6742,883
6743,6743,882
6744,6744,886
6745,6745,877
6746,6746,898
6747,6747,909
6748,6748,911
6749,6749,905
6750,6750,911
6751,6751,933
6752,6752,914
6753,6753,929
6754,6754,941
6755,6755,943
6756,6756,947
6757,6757,942
6758,6758,945
6759,6759,973
6760,6760,986
6761,6761,967
6762,6762,986
6763,6763,988
6764,6764,990
6765,6765,1001
6766,6766,1014
6767,6767,1028
6768,6768,1036
6769,6769,1036
6770,6770,1046
6771,6771,1053
6772,6772,1067
6773,6773,1072
6774,6774,1076
6775,6775,1071
6776,6776,1084
6777,6777,1071
6778,6778,1074
6779,6779,1078
6780,6780,1081
6781,6781,545
6782,6782,559
6783,6783,555
6784,6784,563
6785,6785,564
6786,6786,565
6787,6787,572
6788,6788,576
6789,6789,568
6790,6790,572
6791,6791,577
6792,6792,586
6793,6793,586
6794,6794,593
6795,6795,592
6796,6796,604
6797,6797,602
6798,6798,612
6799,6799,613
6800,6800,617
6801,6801,621
6802,6802,627
6803,6803,623
6804,6804,625
6805,6805,630
6806,6806,637
6807,6807,639
6808,6808,639
6809,6809,638
6810,6810,646
6811,6811,649
6812,6812,647
6813,6813,655
6814,6814,653
6815,6815,652
6816,6816,678
6817,6817,666
6818,6818,670
6819,6819,687
6820,6820,683
6821,6821,691
6822,6822,696
6823,6823,695
6824,6824,700
6825,6825,709
6826,6826,708
6827,6827,708
6828,6828,711
6829,6829,724
6830,6830,726
6831,6831,740
6832,6832,731
6833,6833,745
6834,6834,742
6835,6835,745
6836,6836,748
6837,6837,764
6838,6838,764
6839,6839,766
6840,6840,763
6841,6841,774
6842,6842,779
6843,6843,790
6844,6844,787
6845,6845,782
6846,6846,790
6847,6847,794
6848,6848,814
6849,6849,803
6850,6850,812
6851,6851,819
6852,6852,822
6853,6853,819
6854,6854,828
6855,6855,828
6856,6856,842
6857,6857,840
6858,6858,862
6859,6859,855
6860,6860,853
6861,6861,867
6862,6862,856
6863,6863,878
6864,6864,887
6865,6865,893
6866,6866,901
6867,6867,897
6868,6868,903
6869,6869,920
6870,6870,921
6871,6871,920
6872,6872,928
6873,6873,941
6874,6874,950
6875,6875,944
6876,6876,952
6877,6877,967
6878,6878,980
6879,6879,991
6880,6880,984
6881,6881,982
6882,6882,963
6883,6883,962
6884,6884,973
6885,6885,972
6886,6886,519
6887,6887,520
6888,6888,515
6889,6889,511
6890,6890,541
6891,6891,529
6892,6892,536
6893,6893,561
6894,6894,569
6895,6895,569
6896,6896,566
6897,6897,568
6898,6898,579
6899,6899,566
6900,6900,580
6901,6901,593
6902,6902,571
6903,6903,597
6904,6904,592
6905,6905,594
6906,6906,593
6907,6907,598
6908,6908,611
6909,6909,598
6910,6910,610
6911,6911,623
6912,6912,612
6913,6913,606
6914,6914,628
6915,6915,633
6916,6916,642
6917,6917,636
6918,6918,647
6919,6919,650
6920,6920,641
6921,6921,656
6922,6922,644
6923,6923,661
6924,6924,661
6925,6925,662
6926,6926,663
6927,6927,669
6928,6928,679
6929,6929,674
6930,6930,695
6931,6931,693
6932,6932,699
6933,6933,701
6934,6934,703
6935,6935,718
6936,6936,719
6937,6937,711
6938,6938,716
6939,6939,722
6940,6940,724
6941,6941,725
6942,6942,743
6943,6943,745
6944,6944,742
6945,6945,750
6946,6946,752
6947,6947,756
6948,6948,764
6949,6949,777
6950,6950,777
6951,6951,771
6952,6952,783
6953,6953,789
6954,6954,793
6955,6955,802
6956,6956,799
6957,6957,807
6958,6958,812
6959,6959,813
6960,6960,820
6961,6961,817
6962,6962,834
6963,6963,827
6964,6964,835
6965,6965,852
6966,6966,850
6967,6967,853
6968,6968,869
6969,6969,860
6970,6970,866
6971,6971,860
6972,6972,874
6973,6973,891
6974,6974,892
6975,6975,888
6976,6976,906
6977,6977,910
6978,6978,913
6979,6979,918
6980,6980,920
6981,6981,934
6982,6982,930
6983,6983,942
6984,6984,950
6985,6985,948
6986,6986,938
6987,6987,967
6988,6988,973
6989,6989,975
6990,6990,984
6991,6991,985
6992,6992,958
6993,6993,978
6994,6994,973
6995,6995,534
6996,6996,536
6997,6997,538
6998,6998,552
6999,6999,557
7000,7000,553
7001,7001,556
7002,7002,557
7003,7003,559
7004,7004,563
7005,7005,558
7006,7006,567
7007,7007,576
7008,7008,567
7009,7009,576
7010,7010,588
7011,7011,589
7012,7012,584
7013,7013,584
7014,7014,598
7015,7015,591
7016,7016,597
7017,7017,605
7018,7018,600
7019,7019,622
7020,7020,614
7021,7021,623
7022,7022,614
7023,7023,631
7024,7024,629
7025,7025,638
7026,7026,648
7027,7027,641
7028,7028,653
7029,7029,650
7030,7030,654
7031,7031,660
7032,7032,672
7033,7033,663
7034,7034,676
7035,7035,676
7036,7036,687
7037,7037,675
7038,7038,686
7039,7039,694
7040,7040,706
7041,7041,708
7042,7042,705
7043,7043,706
7044,7044,717
7045,7045,723
7046,7046,725
7047,7047,730
7048,7048,736
7049,7049,738
7050,7050,742
7051,7051,748
7052,7052,761
7053,7053,758
7054,7054,760
7055,7055,774
7056,7056,780
7057,7057,785
7058,7058,778
7059,7059,777
7060,7060,790
7061,7061,800
7062,7062,814
7063,7063,822
7064,7064,813
7065,7065,824
7066,7066,818
